	param_regressor__bootstrap	param_regressor__criterion	param_regressor__max_depth	param_regressor__max_features	param_regressor__min_samples_leaf	param_regressor__min_samples_split	param_regressor__n_estimators	mean_test_score	std_test_score	rank_test_score	mean_train_score	std_train_score	rank_train_score
50	False	squared_error	10	sqrt	7	20	150	18.23314501327595	1.166387350889291	51	15.191645192120124	0.12452022864245584	51
51	False	squared_error	10	log2	6	24	200	18.245942205694117	1.191341471293732	52	15.293020528054791	0.12958578453820246	52
52	True	squared_error	26	sqrt	1	43	650	18.29140349271096	1.1417558447073701	53	15.36679534829278	0.10699130725889543	54
53	True	squared_error	44	sqrt	1	43	650	18.30552893314981	1.1433182578344687	54	15.364171737571024	0.10482253207498582	53
54	True	squared_error	27	sqrt	10	4	400	18.369817448308346	1.125638552904414	55	15.641001634341297	0.10992467543799264	55
55	False	absolute_error	12	sqrt	11	22	300	18.402548985603868	1.2850057017279497	56	15.922134451668589	0.13306323301870476	57
56	False	squared_error	38	log2	18	15	250	18.43256272459758	1.0836158042073065	57	15.795236576713183	0.11196798230004341	56
57	False	squared_error	47	log2	20	22	300	18.530672609069548	1.0716981491254514	58	16.10964000873251	0.11202941971476778	58
58	False	absolute_error	42	sqrt	11	50	500	18.579345357411405	1.262950623511459	59	16.400913414006034	0.12315201321084546	60
59	True	squared_error	44	log2	12	12	100	18.605479263556596	1.1254748063964892	60	16.17467522166482	0.10641986374343955	59
60	True	squared_error	21	sqrt	18	31	450	19.010666104509625	1.0587160735536656	61	17.240885691705536	0.11493291748432967	61
61	False	squared_error	50	log2	30	2	150	19.066717014031656	1.054202214272279	62	17.279489393814913	0.10889834419259461	62
62	True	absolute_error	32	sqrt	16	7	500	19.19653964621952	1.1357618702809706	63	17.656325204998094	0.12242497054629883	63
63	True	squared_error	12	log2	24	20	350	19.439918645776775	1.055778535595729	64	18.039465453139	0.11248601923139298	64
64	True	squared_error	19	sqrt	26	5	200	19.555457035066706	1.0365155845616363	65	18.202547559139962	0.09966366933981452	65
65	True	absolute_error	29	sqrt	27	36	350	19.905008531327546	1.102440114200754	66	18.839116266666004	0.12741457042595075	66
66	False	squared_error	5	log2	5	10	100	20.187812673174243	1.1065752100088697	67	19.334438947468193	0.13559337868572838	67
67	True	squared_error	5	sqrt	1	9	100	20.236036509141265	1.111713512909429	68	19.399058081895106	0.11224453810070259	68
68	False	absolute_error	5	log2	1	45	150	20.365915701809563	1.1169995959400716	69	19.72406989524862	0.12536004107502083	70
69	True	squared_error	5	sqrt	1	50	650	20.422760433257668	1.071177927362089	70	19.71139474234917	0.11327668899692735	69
