lon,lat,heat-flow (mW/m2),grid_index,dist_from_grid,VOLC_DIST,VOLC_DIST_W,LAND,CONTINENT,SV,PV,SV_SPEED,PV_SPEED,CTD,MOHO,SI,LAB,RHO_C,RHO_L,GEOID,FA,BG,DEM,EMAG2,EMAG2_CLASS,GLIM,REG
-17.217,14.733,56.0,14838,28486.524555364176,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.217,14.733,55.0,14838,28486.524555364176,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.167,14.683,70.9,14838,27121.58011283783,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.16,14.7,64.7,14838,25315.87651924243,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.153,14.617,47.0,14838,31565.77886021291,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.138,14.618,33.4,14838,30544.99175675491,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.133,14.917,44.0,14838,18351.69250057207,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.13,14.68,90.9,14838,24551.2669847859,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.117,14.9,58.6,14838,16013.332835617184,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.085,14.522,52.0,14694,23012.89704301259,65.55843673043965,0.3444156326956035,1.0,2.0,0.011513234988514042,-0.006797376493284138,4.44245850890584,8.078071141408884,24.048228134436936,28.210950498443076,0.7374091231578246,111.83275435229389,2806.708580378472,3330.8270929342743,29.473775654013558,20.873040820237737,49.60299446137648,10.0,15.566433906555176,0.03817794347174132,3.0,2.0
-17.085,14.525,39.3,14694,23303.122132844157,65.55843673043965,0.3444156326956035,1.0,2.0,0.011513234988514042,-0.006797376493284138,4.44245850890584,8.078071141408884,24.048228134436936,28.210950498443076,0.7374091231578246,111.83275435229389,2806.708580378472,3330.8270929342743,29.473775654013558,20.873040820237737,49.60299446137648,10.0,15.566433906555176,0.03817794347174132,3.0,2.0
-17.083,14.833,51.0,14838,11264.322018845092,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.067,14.533,42.0,14694,23226.829799153034,65.55843673043965,0.3444156326956035,1.0,2.0,0.011513234988514042,-0.006797376493284138,4.44245850890584,8.078071141408884,24.048228134436936,28.210950498443076,0.7374091231578246,111.83275435229389,2806.708580378472,3330.8270929342743,29.473775654013558,20.873040820237737,49.60299446137648,10.0,15.566433906555176,0.03817794347174132,3.0,2.0
-17.05,14.98,65.0,14838,16774.497509886933,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.04,14.992,55.0,14838,17544.173998258997,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.033,14.483,52.0,14694,16692.11177250069,65.55843673043965,0.3444156326956035,1.0,2.0,0.011513234988514042,-0.006797376493284138,4.44245850890584,8.078071141408884,24.048228134436936,28.210950498443076,0.7374091231578246,111.83275435229389,2806.708580378472,3330.8270929342743,29.473775654013558,20.873040820237737,49.60299446137648,10.0,15.566433906555176,0.03817794347174132,3.0,2.0
-17.033,14.49,38.5,14694,17423.826741881345,65.55843673043965,0.3444156326956035,1.0,2.0,0.011513234988514042,-0.006797376493284138,4.44245850890584,8.078071141408884,24.048228134436936,28.210950498443076,0.7374091231578246,111.83275435229389,2806.708580378472,3330.8270929342743,29.473775654013558,20.873040820237737,49.60299446137648,10.0,15.566433906555176,0.03817794347174132,3.0,2.0
-17.03,14.71,52.6,14838,16047.283056913926,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.02,14.76,63.2,14838,10492.129600029255,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.018,14.602,42.0,14838,27413.66989567483,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.018,14.602,36.4,14838,27413.66989567483,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-17.01,14.567,26.0,14694,25209.164104457748,65.55843673043965,0.3444156326956035,1.0,2.0,0.011513234988514042,-0.006797376493284138,4.44245850890584,8.078071141408884,24.048228134436936,28.210950498443076,0.7374091231578246,111.83275435229389,2806.708580378472,3330.8270929342743,29.473775654013558,20.873040820237737,49.60299446137648,10.0,15.566433906555176,0.03817794347174132,3.0,2.0
-17.008,14.998,61.5,14838,17225.722468694636,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.99,14.99,64.3,14838,16095.706420423528,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.95,14.967,57.0,14838,13850.547031371985,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.918,14.65,29.4,14838,22721.98170936829,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.917,14.583,56.0,14694,27587.06918828223,65.55843673043965,0.3444156326956035,1.0,2.0,0.011513234988514042,-0.006797376493284138,4.44245850890584,8.078071141408884,24.048228134436936,28.210950498443076,0.7374091231578246,111.83275435229389,2806.708580378472,3330.8270929342743,29.473775654013558,20.873040820237737,49.60299446137648,10.0,15.566433906555176,0.03817794347174132,3.0,2.0
-16.903,15.023,56.0,14838,21346.238210071137,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.903,15.028,62.5,14838,21860.905123855915,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.867,14.607,59.0,14838,29141.934880460056,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.867,14.612,48.2,14838,28636.553822500504,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.795,14.767,58.5,14838,21629.096603548212,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.767,14.733,57.0,14838,26008.9373642034,46.0829758353488,0.5391702416465121,1.0,2.0,0.014766978097036244,-0.00719292644564822,4.456813865823077,8.074887258421272,21.293625640824963,30.562454612928335,0.8364262333449802,116.5706057347903,2826.3370636215573,3338.791913922585,30.153741325089545,26.94207522203668,48.60526295146676,25.0,37.783565521240234,0.09026009849418257,3.0,2.0
-16.47,15.537,36.0,14983,20913.804956438576,118.25664035786387,0.0,1.0,2.0,0.023662268981047993,-0.006435483072581979,4.495805263692691,8.08090066339656,17.313495307361443,32.3394258968137,0.8017175670282293,120.6999466732203,2812.652951727181,3333.4878721285268,30.351764514088977,18.762319679655143,31.612372199412157,38.0,11.901795387268066,0.02932041311860084,3.0,2.0
-16.08,24.96,83.0,17720,12088.124980871356,344.27833779167804,0.0,,,-0.000475296611857983,-0.007146016664251432,4.389830758073433,8.075130490510558,32.70857295467189,23.875581890397072,-0.44603015296084125,117.75577429700024,2753.3863455556602,3336.6700117179234,33.9888621885275,0.2609603441281001,25.20981174374372,-51.0,-97.88902282714844,-0.21891265935425444,15.0,6.0
-15.86,23.58,90.0,17288,22787.301673682974,510.82436248840185,0.0,1.0,2.0,0.014619642888768276,-0.006253734360294823,4.456088158181537,8.082250659275896,32.395609209711004,26.657194403480787,0.7975664144224457,123.62193108191714,2795.965395984682,3344.393342859727,35.877181149194314,24.876165644359766,24.058127770048344,138.0,23.295209884643555,0.05660528423070945,5.0,6.0
-15.82,23.2,112.0,17288,27367.81971907721,510.82436248840185,0.0,1.0,2.0,0.014619642888768276,-0.006253734360294823,4.456088158181537,8.082250659275896,32.395609209711004,26.657194403480787,0.7975664144224457,123.62193108191714,2795.965395984682,3344.393342859727,35.877181149194314,24.876165644359766,24.058127770048344,138.0,23.295209884643555,0.05660528423070945,5.0,6.0
-15.54,23.5,126.0,17289,13047.757283622004,509.4308187551935,0.0,1.0,2.0,0.020037278485144774,-0.006031136088282724,4.479910533322836,8.084386507343016,33.71655550753989,28.213871257544277,0.8441888475019197,126.24658687298131,2821.0951769927215,3345.1009011404067,36.77659610218009,24.612190058114734,9.65861056933934,173.0,-43.34703826904297,-0.10288829835071747,8.0,6.0
-15.25,17.99,52.0,15705,26932.068604952798,399.9419927554516,0.0,1.0,2.0,0.04269595426652727,-0.0046006104364269,4.579492166894964,8.095884797494593,24.052766130787877,36.15858752840569,0.5604348990939135,136.4086182919013,2841.1495959243803,3318.1085491527992,33.22883196746631,21.52187641712718,27.934548325234424,43.0,5.8422322273254395,0.014499946399778781,1.0,2.0
-15.25,17.99,62.0,15705,26932.068604952798,399.9419927554516,0.0,1.0,2.0,0.04269595426652727,-0.0046006104364269,4.579492166894964,8.095884797494593,24.052766130787877,36.15858752840569,0.5604348990939135,136.4086182919013,2841.1495959243803,3318.1085491527992,33.22883196746631,21.52187641712718,27.934548325234424,43.0,5.8422322273254395,0.014499946399778781,1.0,2.0
-15.25,17.99,58.0,15705,26932.068604952798,399.9419927554516,0.0,1.0,2.0,0.04269595426652727,-0.0046006104364269,4.579492166894964,8.095884797494593,24.052766130787877,36.15858752840569,0.5604348990939135,136.4086182919013,2841.1495959243803,3318.1085491527992,33.22883196746631,21.52187641712718,27.934548325234424,43.0,5.8422322273254395,0.014499946399778781,1.0,2.0
-15.25,17.99,51.0,15705,26932.068604952798,399.9419927554516,0.0,1.0,2.0,0.04269595426652727,-0.0046006104364269,4.579492166894964,8.095884797494593,24.052766130787877,36.15858752840569,0.5604348990939135,136.4086182919013,2841.1495959243803,3318.1085491527992,33.22883196746631,21.52187641712718,27.934548325234424,43.0,5.8422322273254395,0.014499946399778781,1.0,2.0
-15.25,17.99,70.0,15705,26932.068604952798,399.9419927554516,0.0,1.0,2.0,0.04269595426652727,-0.0046006104364269,4.579492166894964,8.095884797494593,24.052766130787877,36.15858752840569,0.5604348990939135,136.4086182919013,2841.1495959243803,3318.1085491527992,33.22883196746631,21.52187641712718,27.934548325234424,43.0,5.8422322273254395,0.014499946399778781,1.0,2.0
-14.8,23.78,75.0,17434,21866.79827752665,457.7199018365663,0.0,1.0,2.0,0.021661302355356637,-0.0059567446069733205,4.487082212572336,8.08479861259427,35.90182144726152,28.910269934344104,0.7418122433161918,128.76169217003337,2812.6801330654907,3338.299939409677,37.8989109795278,28.807730297411812,8.419572504522634,259.0,-38.365684509277344,-0.09158891107645178,5.0,2.0
-14.727,25.412,74.0,17866,23911.38562857931,292.7581483607474,0.0,1.0,2.0,0.003926713964345951,-0.006776701352621128,4.409239837187716,8.078183158900828,30.830798010786484,25.635897440277787,-0.3541068013038085,116.22542353623597,2778.5644668581795,3326.0533213316785,35.537302653561404,0.5810522074568283,9.306709897399635,121.0,38.14122009277344,0.09107673160534353,3.0,6.0
-14.17,24.4,89.0,17580,21488.2132555011,429.55070341010753,0.0,1.0,2.0,0.026235428465402902,-0.005505240332005061,4.5072358817515665,8.088681961354533,31.273978273459516,34.33558385669597,0.548219159923309,141.76155892252368,2815.422441243206,3330.77542493688,38.84758740742128,30.27184727344776,4.786443839978516,298.0,-22.634366989135742,-0.05504287750559448,5.0,2.0
-13.95,25.39,64.0,17868,3013.2814182390516,326.2469971334481,0.0,1.0,2.0,0.01422916309884165,-0.006119573765288594,4.454450191831116,8.083675730727645,27.214890380889088,29.55961615481042,0.12589049099556107,122.6286279835,2803.9523624193016,3323.9678047374064,37.86509977052127,16.241095361624367,-1.403054661079298,244.0,-72.69242858886719,-0.1669803731922231,5.0,6.0
-13.87,26.83,59.0,18300,13806.374619641125,159.00521098016688,0.0,1.0,2.0,-0.005957309174621596,-0.007623892493648277,4.365899366590114,8.071485782069402,26.459519939691535,27.150782446046357,-0.018753614579346805,110.95920993409823,2755.6254142034327,3295.3594848742746,37.09967951059332,-4.2248757013009435,39.99498182006485,-49.0,-112.25874328613281,-0.2473653082619139,15.0,6.0
-13.21,27.48,57.0,18445,24773.67052407081,117.18171270730257,0.0,1.0,2.0,-0.008032300833181696,-0.007608451043128788,4.356691777506333,8.071444365948468,26.16847232336575,27.17212478441337,0.15053873129664158,105.26295744551798,2761.2461739203272,3286.659583461962,39.17550805977247,6.689382858581163,23.502232993581973,32.0,-111.28384399414062,-0.24546035657955048,3.0,5.0
-13.06,28.28,78.0,18734,20383.487695262396,93.4321038081789,0.0656789619182111,,2.0,-0.018141364494888196,-0.007458570378689055,4.3122678522037425,8.072655215482179,25.50587095643377,26.37995736825367,0.41292467283185097,100.72825416188738,2743.8983944938373,3285.9855198892174,41.32613330135964,13.51410108404592,58.373351146793155,-56.0,-25.06014060974121,-0.06076611912225705,15.0,5.0
-13.03,20.48,60.0,16430,13604.920418395046,780.1703526547047,0.0,1.0,2.0,0.06289324833288343,-0.0032264673194213425,4.668101405010319,8.107263055025602,41.62951958471892,43.037958010790376,0.35174415368727185,173.25423193622564,2874.5894935356782,3339.9670425589193,34.4823165518243,14.870015665571495,-18.32995473393428,549.0,76.68314361572266,0.17538745390642702,3.0,1.0
-13.03,20.48,24.0,16430,13604.920418395046,780.1703526547047,0.0,1.0,2.0,0.06289324833288343,-0.0032264673194213425,4.668101405010319,8.107263055025602,41.62951958471892,43.037958010790376,0.35174415368727185,173.25423193622564,2874.5894935356782,3339.9670425589193,34.4823165518243,14.870015665571495,-18.32995473393428,549.0,76.68314361572266,0.17538745390642702,3.0,1.0
-13.03,28.292,87.0,18734,17802.318357276105,93.4321038081789,0.0656789619182111,,2.0,-0.018141364494888196,-0.007458570378689055,4.3122678522037425,8.072655215482179,25.50587095643377,26.37995736825367,0.41292467283185097,100.72825416188738,2743.8983944938373,3285.9855198892174,41.32613330135964,13.51410108404592,58.373351146793155,-56.0,-25.06014060974121,-0.06076611912225705,15.0,5.0
-12.9,26.8,77.0,18302,14915.824150410215,190.7143341867484,0.0,1.0,2.0,0.005209318095612206,-0.0064101563693609994,4.414848282938037,8.081395467390472,27.233928053042035,29.731372707875458,0.12315233494083581,111.9664408725518,2764.500079291458,3273.8252570305576,39.04652922792383,7.352965121123393,-2.5581374467935034,176.0,8.042067527770996,0.01990572866676406,3.0,2.0
-12.875,25.925,87.0,18014,7630.346287296055,290.44113225445113,0.0,1.0,2.0,0.01875846506951219,-0.0056612385563458425,4.474289540886977,8.087249164504914,29.75793638504064,35.25338696838084,0.2397617326915819,135.1874256339491,2805.1129883438207,3307.231197421731,39.186260996209654,24.04277776236586,2.9180062195832357,294.0,94.73263549804688,0.2125529392308107,1.0,2.0
-12.865,28.393,67.0,18734,9692.236273774795,93.4321038081789,0.0656789619182111,,2.0,-0.018141364494888196,-0.007458570378689055,4.3122678522037425,8.072655215482179,25.50587095643377,26.37995736825367,0.41292467283185097,100.72825416188738,2743.8983944938373,3285.9855198892174,41.32613330135964,13.51410108404592,58.373351146793155,-56.0,-25.06014060974121,-0.06076611912225705,15.0,5.0
-12.858,28.392,88.0,18734,10344.706324166946,93.4321038081789,0.0656789619182111,,2.0,-0.018141364494888196,-0.007458570378689055,4.3122678522037425,8.072655215482179,25.50587095643377,26.37995736825367,0.41292467283185097,100.72825416188738,2743.8983944938373,3285.9855198892174,41.32613330135964,13.51410108404592,58.373351146793155,-56.0,-25.06014060974121,-0.06076611912225705,15.0,5.0
-12.683,25.592,77.0,17871,30673.765362459788,361.6578312546712,0.0,1.0,2.0,0.02824981588467878,-0.004921831536161289,4.51603604430937,8.093352265195378,31.923398689290167,37.53989808350817,0.3952785647063176,139.18226504972327,2831.1789128257287,3321.1269409969927,39.492928909120195,21.488796256748373,-11.175102028950313,411.0,-6.520811557769775,-0.01617057751344758,6.0,2.0
-12.67,26.5,72.0,18159,23748.578317958672,265.0719121744109,0.0,1.0,2.0,0.01798639940745706,-0.005432696427896078,4.470980425240819,8.089357513395331,28.085656022963743,35.32881022846997,0.2566053250265654,131.80367472156058,2789.4237145478482,3292.48284483725,39.62724340929573,15.71588499207487,-13.140903239892037,309.0,-23.41739273071289,-0.05689388947064561,1.0,2.0
-12.608,25.723,69.0,18015,27113.538761008625,312.1245158855015,0.0,1.0,2.0,0.02376203113723302,-0.0051516512115991585,4.4962460086311635,8.09143250378536,31.00636158821563,37.6445455748267,0.3232611095981824,137.55676421883712,2808.359594012966,3307.0885431580446,39.40813591449074,16.365519273160224,-13.363718146827887,307.0,11.247151374816895,0.027729828199443956,1.0,2.0
-12.587,25.733,66.0,18015,24993.727562432192,312.1245158855015,0.0,1.0,2.0,0.02376203113723302,-0.0051516512115991585,4.4962460086311635,8.09143250378536,31.00636158821563,37.6445455748267,0.3232611095981824,137.55676421883712,2808.359594012966,3307.0885431580446,39.40813591449074,16.365519273160224,-13.363718146827887,307.0,11.247151374816895,0.027729828199443956,1.0,2.0
-12.54,28.43,71.0,18735,9066.283817982758,132.94002129738186,0.0,1.0,2.0,-0.015125130808145268,-0.00637246691326104,4.325571618106333,8.08156228482154,26.42216105059078,27.730672797037332,0.2508871284018189,100.19894435315786,2749.5363396482358,3285.490541450235,40.68312453491137,5.887851081610981,13.335830328849855,-47.0,81.23290252685547,0.18488681064598173,15.0,5.0
-12.515,28.932,57.0,18879,6617.704628086115,115.66752483442897,0.0,,,-0.022250482808717748,-0.006665980584982035,4.294139056133455,8.079130213208876,25.799668570158474,26.57074865244687,0.37334436507688895,94.15841499324468,2745.5757935714787,3286.6986602636443,41.91875543502607,17.31720160999236,66.78419340654634,-99.0,5.162164688110352,0.01282284649452104,15.0,5.0
