index	SI	LAB	MOHO	CTD	SV	PV	GEOID	FA	RHO_C	BG	EMAG2_CLASS	DEM	RHO_L	VOLC_DIST_W	REG	GLIM	lon	lat	grid_index	heat-flow (mW/m2)
3250	0.5421321015460663	270.71540324417145	45.80833324294396	36.25607958822231	0.0711983422929857	0.0042427013992964	-28.10808193296277	-15.867606183849214	2889.8520937532303	-61.501988019528696	-1.0	398.0	3345.032645852425	0.0	1	3	-95.183	43.167	925110	18.0
3251	0.4447043685975583	134.01591596367263	33.50708829988845	21.17346418428292	0.0176747414664366	-0.0011621626942028	-27.03540990285784	5.438202512667877	2707.65934684182	-8.59859986250887	0.0118310917880848	117.0	3301.191993676768	0.0	2	1	-95.07	32.75	831562	57.1
3252	0.4447043685975583	134.01591596367263	33.50708829988845	21.17346418428292	0.0176747414664366	-0.0011621626942028	-27.03540990285784	5.438202512667877	2707.65934684182	-8.59859986250887	0.0118310917880848	117.0	3301.191993676768	0.0	2	1	-95.07	32.75	831562	74.9
3253	-0.5681839924439478	211.76423773902656	41.318636389043306	36.14811746329882	0.0652473699661421	0.0066110583356718	-31.618394977431397	-24.892970665105786	2890.51517696872	-56.564938274068815	0.0465972578870763	281.0	3350.000766553344	0.0	1	1	-94.9	38.477	883734	60.0
3254	0.1495634924946048	197.1655303559924	41.76698212608866	29.350918778546745	0.0227616797433314	0.0047963714605742	-8.17105129445391	3.364716058439956	2854.784152337853	-7.452491615114965	0.134135953798103	-158.0	3349.614175123852	0.0	2	15	-94.9	74.683	1207554	121.0
3255	-0.4485639088609507	187.4273991879373	42.46892952672567	37.4840534990215	0.0553657964562078	0.0066787764232853	-30.009626401029006	-7.966033610534673	2897.614349041509	-38.51701750224564	0.0476011703154496	262.0	3343.138206044993	0.0	1	3	-94.87	36.978	871141	59.0
3256	0.2997337465454681	263.45605381017947	39.68776097792879	34.75627829649609	0.0726806082851993	0.0050850194416661	-30.23989507234977	1.927320995594937	2836.136003484356	-37.67387568397839	-0.1410853550196103	318.0	3353.725241031121	0.0	1	8	-94.565	50.263	989877	51.8
3257	0.2997337465454681	263.45605381017947	39.68776097792879	34.75627829649609	0.0726806082851993	0.0050850194416661	-30.23989507234977	1.927320995594937	2836.136003484356	-37.67387568397839	-0.1410853550196103	318.0	3353.725241031121	0.0	1	8	-94.565	50.263	989877	50.2
3258	-0.4241545346606888	186.8272306586861	43.673995941828565	37.53581249687413	0.0554082484660824	0.0071544193988109	-29.935551242131584	-0.7289717313840021	2883.868185578052	-38.37303399277266	0.20527181682281	338.0	3339.610673966976	0.0	1	6	-94.37	37.118	871144	30.0
3259	-0.449938200263724	179.9218280251142	41.63607106021324	38.43265254221304	0.0456760861843929	0.0053359258789969	-29.06077501674498	-1.739251985918962	2828.2683328513594	-39.98795485030622	-0.0016987658081738	635.0	3325.039755973412	0.0	1	3	-94.17	35.82	860351	61.0
